time (months),crack length (arbitary unit),rul (months)
0,0.002397047458514018,42
1,0.011149308483792692,41
2,0.0798634884319636,40
3,0.0014939264494091818,39
4,0.028672939574653545,38
5,0.06741860638531934,37
6,-0.02230082647722969,36
7,-0.039595238015668006,35
8,-0.007114732872791766,34
9,-0.013422724833440284,33
10,-0.09469390809550039,32
11,0.006393867874016284,31
12,-0.033330548444650644,30
13,0.004227820619142175,29
14,0.1085072469211307,28
15,0.012358998899368118,27
16,-0.006894232027247246,26
17,0.002000780898009702,25
18,0.05322036565244252,24
19,0.11531596876050469,23
20,0.09847675466968832,22
21,0.17041751865568375,21
22,0.1346488655368136,20
23,0.16938484928589706,19
24,0.22651425492302055,18
25,0.1619365398201814,17
26,0.2729960341438022,16
27,0.330711573576691,15
28,0.415945708749619,14
29,0.41221482565336776,13
30,0.3887252657796123,12
31,0.4348036501975313,11
32,0.503290005535555,10
33,0.5239027810499289,9
34,0.5469722155309011,8
35,0.7062362122110865,7
36,0.6125342656601899,6
37,0.7346651412901746,5
38,0.8069711083111848,4
39,0.7536501335148841,3
40,0.8458779177782692,2
41,0.7867119534886361,1
42,0.8496564785335713,0
