time (months),crack length (arbitary unit),rul (months)
0,0.0044717299384918864,42
1,0.03247799947116946,41
2,0.025596836707338057,40
3,-0.04507087766857698,39
4,0.06867014260240037,38
5,-0.042487243266532214,37
6,0.041715791386495754,36
7,-0.10192605436243367,35
8,0.06475966980634369,34
9,0.07516163414236329,33
10,0.044272828726592335,32
11,0.15291363212911432,31
12,0.03868582825460076,30
13,0.0757464974892974,29
14,0.05674514261725796,28
15,0.06548679991282466,27
16,-0.08089402034213894,26
17,0.11962603565284771,25
18,0.05185022029468798,24
19,0.10656270493314535,23
20,0.1251340926278519,22
21,0.08729149604753841,21
22,0.15980168288635593,20
23,0.2406194641319952,19
24,0.24903320882507587,18
25,0.3345229405324029,17
26,0.30907427437142304,16
27,0.40069990929320776,15
28,0.30332285425806427,14
29,0.5013058176241972,13
30,0.42408197424253247,12
31,0.48403890775913977,11
32,0.5036000177184194,10
33,0.53961319265169,9
34,0.6776339599329192,8
35,0.7145097211369631,7
36,0.7376552794765836,6
37,0.7072648725299138,5
38,0.7786368622765201,4
39,0.8350544979686478,3
40,0.8024141650356995,2
41,0.7397460624798874,1
42,0.8421941803436186,0
