time (months),crack length (arbitary unit),rul (months)
0,0.0035439197398388963,38
1,0.08608991829251952,37
2,-0.06707449438450468,36
3,-0.04321480236602769,35
4,-0.003695124528134275,34
5,0.02174702739317179,33
6,0.010236848285542773,32
7,0.027278145864923768,31
8,0.04088121497610561,30
9,-0.015607403339022531,29
10,-0.03152845570071314,28
11,-0.037827090038224875,27
12,0.02422858567172316,26
13,0.06502660881678624,25
14,0.11271299000027507,24
15,0.04690051327468114,23
16,0.008763095331958765,22
17,0.08144885143487404,21
18,0.14483917484125078,20
19,0.14462208128001058,19
20,0.1955235391899957,18
21,0.17375478777861184,17
22,0.2018840462094949,16
23,0.2368089692426316,15
24,0.2589506596392175,14
25,0.35706142570492627,13
26,0.32994415792581383,12
27,0.45041198148758704,11
28,0.42065068016631024,10
29,0.6004863015734698,9
30,0.6105730447686818,8
31,0.5213608983506054,7
32,0.6088682331695902,6
33,0.6156077063009726,5
34,0.7836251723236944,4
35,0.8376720400814969,3
36,0.7682712599099406,2
37,0.8201175883923664,1
38,0.9178309046243164,0
