time (months),crack length (arbitary unit),rul (months)
0,0.004462030657843927,40
1,-0.018732291842089736,39
2,0.051475156517522824,38
3,-0.0023644115543952644,37
4,0.04914430422457525,36
5,0.07629569117163693,35
6,0.06060693817534893,34
7,-0.08632269852884528,33
8,0.05814744864279091,32
9,0.024394136596245414,31
10,0.020882035183736988,30
11,0.04904536426248944,29
12,0.10713082924056512,28
13,-0.024948844976339736,27
14,0.08247180430483991,26
15,0.04550276635130528,25
16,-2.639503539514365e-05,24
17,0.07685265041484204,23
18,0.15449306081227746,22
19,0.08678459812807329,21
20,0.15747397519570544,20
21,0.10966066033530399,19
22,0.31361080613542164,18
23,0.390440323287914,17
24,0.2545035911999489,16
25,0.3014966628013875,15
26,0.33459082282494856,14
27,0.4159382636273676,13
28,0.5057326111546292,12
29,0.3982016726466182,11
30,0.5482628752598626,10
31,0.6123677479641286,9
32,0.6266357256220962,8
33,0.6278333133700023,7
34,0.6524794803202792,6
35,0.8191457896436407,5
36,0.8029758436903182,4
37,0.727244380509989,3
38,0.7619645698212236,2
39,0.8766168317304609,1
40,0.8642267069810793,0
