time (months),crack length (arbitary unit),rul (months)
0,0.0072140996545886505,40
1,-0.00685946227085134,39
2,-0.0637663757857613,38
3,-0.08087943354490253,37
4,-0.04462608793294271,36
5,0.028108652604787385,35
6,0.08285248604554812,34
7,0.02037823254578644,33
8,0.015188214583721996,32
9,0.08740883288954174,31
10,0.03756618865159708,30
11,0.0562837386957233,29
12,-0.008411098198331565,28
13,0.05886513454018507,27
14,0.15413940928118297,26
15,0.15396999964167757,25
16,0.14899934293565886,24
17,0.30939666874071803,23
18,0.24645409102927596,22
19,0.26289286112616195,21
20,0.2678904111716875,20
21,0.28837036729316723,19
22,0.39545159521751894,18
23,0.43211953717461077,17
24,0.43471582994044794,16
25,0.48324465115353243,15
26,0.4553947682476332,14
27,0.512632723395953,13
28,0.5988345386129315,12
29,0.631512012784778,11
30,0.6192054037758785,10
31,0.6237916221728773,9
32,0.8215082177217724,8
33,0.8299663138166179,7
34,0.7601517026467898,6
35,0.8118917934017678,5
36,0.8314105206251448,4
37,0.7717680829859943,3
38,0.9009443955718205,2
39,0.906030473674451,1
40,0.9681997420214917,0
