time (months),crack length (arbitary unit),rul (months)
0,0.0033520551380543584,46
1,0.03905822237601739,45
2,0.0066242961353350106,44
3,-0.02561618629600633,43
4,-0.010086677987046088,42
5,0.014340212797943924,41
6,0.046464215871656035,40
7,-0.026425774376174063,39
8,0.0020382302712845593,38
9,0.015147881887808922,37
10,-0.004659842374766965,36
11,0.07138168115655819,35
12,0.05848008400009497,34
13,0.09061564656289897,33
14,0.051187659546363166,32
15,-0.06728679460525928,31
16,0.08605358414460741,30
17,0.031097410740159252,29
18,0.11149119240280347,28
19,0.13730441610516875,27
20,0.13282764186882726,26
21,0.08607505500269108,25
22,0.09202037157980199,24
23,0.17280140176420225,23
24,0.22623557607973266,22
25,0.09700916866180812,21
26,0.02133855126446696,20
27,0.2554192152909414,19
28,0.2709166432428323,18
29,0.24142627584129933,17
30,0.3935464061077904,16
31,0.5640557361561573,15
32,0.4052460809482662,14
33,0.4914269911531034,13
34,0.5336498510080884,12
35,0.48328632634665714,11
36,0.5907147108837869,10
37,0.6362445581457452,9
38,0.6047097360277587,8
39,0.6729714321496553,7
40,0.7974936594004093,6
41,0.7770539328346863,5
42,0.7677320342603181,4
43,0.8660175127303026,3
44,0.8318809412573994,2
45,0.6770102167830268,1
46,0.9575242019269538,0
