time (months),crack length (arbitary unit),rul (months)
0,0.013017691880181061,43
1,-0.08622991717278491,42
2,-0.01140005753600205,41
3,-0.06872461967703385,40
4,0.03288241922421895,39
5,-0.025097586664595148,38
6,-0.06556390968130005,37
7,0.04323209035241947,36
8,0.07279506804022524,35
9,0.05957868852839721,34
10,0.0848174374173091,33
11,0.15465017761456695,32
12,0.13777268421545563,31
13,0.026110933400385644,30
14,0.20356324723695127,29
15,0.19218574173155517,28
16,0.15493684570284533,27
17,0.29803298098062897,26
18,0.19686819053114368,25
19,0.30047604689444507,24
20,0.24656817477883058,23
21,0.2784688878456323,22
22,0.4186741889720835,21
23,0.3445091499468683,20
24,0.4693218455636238,19
25,0.349687810737641,18
26,0.5024443201574562,17
27,0.44532580671824573,16
28,0.5928237653883514,15
29,0.6237460918755507,14
30,0.710508123640541,13
31,0.7512351012643403,12
32,0.7062835085686631,11
33,0.7142683748734585,10
34,0.7948658643802535,9
35,0.8455832186438297,8
36,0.8385930700545723,7
37,0.7640753383719056,6
38,0.7817296014388482,5
39,0.8266498326463249,4
40,0.8620537257685932,3
41,0.8299582335824301,2
42,0.8139215252468115,1
43,0.943335259702729,0
