time (months),crack length (arbitary unit),rul (months)
0,0.002777418024685144,60
1,0.10727422644476318,59
2,0.003981006471354723,58
3,0.07836328830219354,57
4,0.0467686259679247,56
5,0.015036964620375378,55
6,0.04347473560268257,54
7,-0.04539490630833434,53
8,0.02313303068462208,52
9,0.07794620021236881,51
10,0.0763100653900102,50
11,0.003932194569175415,49
12,0.007813793162513117,48
13,0.11045232863285812,47
14,-0.002259159394028522,46
15,0.06467735783654541,45
16,0.034172452916534174,44
17,0.07857406930737154,43
18,0.10179373828642141,42
19,0.1311912182588609,41
20,0.08395776982405878,40
21,0.16823501152561476,39
22,0.12119376313356053,38
23,0.1151985701486118,37
24,0.1789242492836864,36
25,0.34511763435078985,35
26,0.2764714663240544,34
27,0.3327765757261278,33
28,0.339879809501895,32
29,0.4188907829258022,31
30,0.48792770931648044,30
31,0.5966164492285592,29
32,0.5148785109211316,28
33,0.5665599008128924,27
34,0.6154106093301713,26
35,0.552545082296483,25
36,0.6275354035809695,24
37,0.6190956301525826,23
38,0.6819080229367972,22
39,0.831437206445952,21
40,0.7573937375618863,20
41,0.7132151602030226,19
42,0.7409325470051804,18
43,0.751288745741922,17
44,0.7800177397892136,16
45,0.9226550377956529,15
46,0.8178012066423852,14
47,0.8902177891506994,13
48,0.90616446661787,12
49,0.8833655452259569,11
50,0.8489662450547204,10
51,0.8588802348090928,9
52,0.8810685916863747,8
53,0.7964464406721754,7
54,0.7990497568480113,6
55,0.8163493653117967,5
56,0.9001991481144007,4
57,0.7991846213369235,3
58,0.897372929548722,2
59,0.831398046873367,1
60,0.8269870218442228,0
