time (months),crack length (arbitary unit),rul (months)
0,0.009617803638797669,33
1,-0.045565137466537294,32
2,0.0006364523315142926,31
3,0.0062894775579955976,30
4,0.011034639076610717,29
5,0.07900444497369319,28
6,0.04372116614968363,27
7,0.048389273339365386,26
8,0.004326732329371391,25
9,0.03862570393134799,24
10,0.018978185824385034,23
11,0.07396649737619451,22
12,0.09541955243813657,21
13,0.16807143233823715,20
14,0.12189101977946092,19
15,0.10428247951228353,18
16,0.18178710350883837,17
17,0.28255396195976723,16
18,0.2369850320464579,15
19,0.288223402198852,14
20,0.3426027743904994,13
21,0.30699190301482604,12
22,0.38211723906801276,11
23,0.40894001302392213,10
24,0.4484114643664108,9
25,0.544860101818067,8
26,0.5776178172630797,7
27,0.6535367166234796,6
28,0.5498642648612146,5
29,0.7177194304569151,4
30,0.6991949829241999,3
31,0.8853952095406499,2
32,0.79265268743147,1
33,0.7822523352015486,0
34,0.7981865931743114,0
