time (months),crack length (arbitary unit),rul (months)
0,0.005453020273559058,44
1,0.026341055021774636,43
2,-0.016037332248432366,42
3,0.01699996843825286,41
4,0.07567633208104639,40
5,-0.04380871749994306,39
6,0.022058764751458525,38
7,0.05449110809715976,37
8,-0.06390402028643564,36
9,0.03170415320550017,35
10,0.021058696055215636,34
11,0.11611750018839312,33
12,0.06032630288899028,32
13,0.1066232957025125,31
14,0.1112079902782524,30
15,0.03504977675525611,29
16,0.027030169825023292,28
17,0.1246163134707241,27
18,0.06629968152228768,26
19,0.09811855940980094,25
20,0.16831233903248635,24
21,0.07040387550114924,23
22,0.1874125740061044,22
23,0.1988653701146403,21
24,0.1589425141223268,20
25,0.321827352552979,19
26,0.19595037240322508,18
27,0.24158540262492295,17
28,0.35731989794619384,16
29,0.30032637981377863,15
30,0.399918257041494,14
31,0.451637971127584,13
32,0.4260197753347247,12
33,0.5603560895665661,11
34,0.527721211825991,10
35,0.5309071825798733,9
36,0.6485981171102849,8
37,0.6761462661664259,7
38,0.6141554837541351,6
39,0.6901238335295702,5
40,0.8184328920494918,4
41,0.7157637376097802,3
42,0.7740100081419276,2
43,0.7349945990740397,1
44,0.7400393855400222,0
