time (months),crack length (arbitary unit),rul (months)
0,0.002840843777572118,51
1,0.0779518584911556,50
2,-0.06479091090416171,49
3,0.015085897221038508,48
4,0.03535403595666737,47
5,0.03725081440554787,46
6,0.010458871299214523,45
7,-0.0023427615938832625,44
8,-0.0022978172451605817,43
9,-0.07490038853399812,42
10,-0.029999723078194845,41
11,0.03296882103665691,40
12,-0.036398856890769195,39
13,-0.008811168983273408,38
14,-0.002555203485761999,37
15,0.049189315751930376,36
16,0.03542079547806232,35
17,0.06847531559917658,34
18,0.11083441582637982,33
19,0.0162976078155226,32
20,0.11306385260516241,31
21,0.13946397072690003,30
22,0.20260927359812503,29
23,0.2839151229351295,28
24,0.1788774254494653,27
25,0.25298795122645257,26
26,0.31432061226917635,25
27,0.3882051278904777,24
28,0.44294669981461887,23
29,0.40060279566295565,22
30,0.4067935309790815,21
31,0.5089324178580061,20
32,0.46823726454066744,19
33,0.560855620813877,18
34,0.5725950525585605,17
35,0.6555565245892279,16
36,0.7266015133465017,15
37,0.644319996594809,14
38,0.6319079260738144,13
39,0.6906038853651935,12
40,0.7850852992729661,11
41,0.7404778350666309,10
42,0.7703270980805007,9
43,0.869477173164652,8
44,0.7931878421106301,7
45,0.9688959981808788,6
46,0.8574365603279633,5
47,0.8145968127974503,4
48,0.8472927395828969,3
49,0.9334345888684271,2
50,0.7341619479609552,1
51,0.9721885738120046,0
