time (months),crack length (arbitary unit),rul (months)
0,0.005684388643090943,43
1,0.03818482625059006,42
2,-0.012330961660483301,41
3,-0.017791465618473546,40
4,0.011983875314530122,39
5,0.028919061794640544,38
6,-0.024809437316814408,37
7,-0.05340846708256429,36
8,-0.008186723184934741,35
9,0.05495676238461771,34
10,0.11191366941599608,33
11,0.0502558188034398,32
12,-0.03386397939496666,31
13,-0.05146256047368587,30
14,0.091283020737215,29
15,-0.03109002992822714,28
16,0.16822923473556012,27
17,0.1376110020285927,26
18,0.10931126115225137,25
19,0.15972429146505224,24
20,0.18926461713316206,23
21,0.18202483767719238,22
22,0.14859824203359792,21
23,0.24254114332034862,20
24,0.30807587330450115,19
25,0.3855199540861177,18
26,0.3179233153030504,17
27,0.4079269474921776,16
28,0.48246389011346574,15
29,0.4699029709097951,14
30,0.48757076854705755,13
31,0.5073732285031721,12
32,0.6792039659879305,11
33,0.6515931254464964,10
34,0.6844798544848629,9
35,0.6560585804454734,8
36,0.6942360365472051,7
37,0.8071830145970954,6
38,0.8067735292547012,5
39,0.7169933225967352,4
40,0.8595871557317838,3
41,0.8562528183250777,2
42,0.8369162380856485,1
43,0.879798529456629,0
